archivo,origen,bytes,sha256,resultado
INCOMPLETA_SS000011_APP_BLE.CSV,telefono_descarga_BLE,72640,03E8EA60567D657FCCB6335DEE2C4FCD4B7B92FBD7D8E2BD7B45E5EFA95874C7,SESION_SIN_CIERRE_VALIDADO
