archivo,origen,bytes,sha256,resultado
SS000009_SD_ORIGINAL.CSV,microSD,72704,0B88F135849BDF154628D2E29B523B73B95C410119F82BB105F986F7FD884405,ORIGEN_INCOMPLETO
SS000009_APP_BLE.CSV,telefono_descarga_BLE,72704,0B88F135849BDF154628D2E29B523B73B95C410119F82BB105F986F7FD884405,TRANSFERENCIA_IDENTICA
