archivo,origen,bytes,sha256,resultado
INCOMPLETA_SS000015_APP_BLE.CSV,telefono_descarga_BLE,24820,B98BB7C9F6BFB773DEEA53B8366F5AC0D8DBCDF841F3FE37334316B4987CF23F,SESION_SIN_FOOTER_FILAS_INTEGRAS
