archivo,sha256
BOOT.CSV,C4C110089FDDA55805E0BFEFE293994C371307FECB80E18074DB6097F572F9FE
INDEX.CSV,8F4BA0B70642578F0D167C917F123B611CCCBC5B9C96B05AD7BED8A47E0BF252
SS000001.CSV,6A08BF239E9429C96ACE85B69FA8F64D4D4B03EA7DE2019151A30872DAED3775
SS000002.CSV,815B975AF9D4FEAD4DB0BD032C6FA6D2B8D3890A4A834CB89B0705EC4CA72732
SS000003.CSV,03ABD88D32D8BC2FBCCBA70EC499B8CF565EB09F0E0088AEF95E1DE1590C72CF
