archivo,origen,bytes,sha256,resultado
INCOMPLETA_SS000012_APP_BLE.CSV,telefono_descarga_BLE,42040,479F5C6DB1A6E1738BFDFD28B4915C6590B043AAE20118F42D73F71E02B08684,FOOTER_PRESENTE_DATOS_TRUNCADOS
SS000013_APP_BLE.CSV,telefono_descarga_BLE,16910,17A0E552992A4F87B30EE1B4F93B3546D8D8191D5415D84ABF6A51B378C9DE1F,SESION_VALIDA
INCOMPLETA_SS000014_APP_BLE.CSV,telefono_descarga_BLE,17562,54696A0C33B84E3DD937786F8303787E119937E7AA05E41969FC9CDB05B58F8A,SESION_SIN_FOOTER
