#SAVE_SWIMMER_SD_SESSION
#serial,SS-LT-000001
#firmware,SS-LITE-BLE-SD-V1-038
#user,v38
#age,2000
#height_m,0.00
#weight_kg,0.00
#mode,TEST
#start_local,2026-05-27 17:57:33
#file_id,/SS000026.CSV
row,elapsed_s,local_time,lr,fb,ud,mag,pitch,roll,body,motion,risk
1,0.27,2026-05-27 17:57:33,-0.30,-0.12,9.40,9.41,1.8,-0.7,BACK_UP,MOVING,NORMAL
2,0.36,2026-05-27 17:57:33,-0.30,-0.12,9.40,9.41,1.9,-0.8,BACK_UP,MOVING,NORMAL
3,0.46,2026-05-27 17:57:33,-0.30,-0.13,9.39,9.40,1.8,-0.8,BACK_UP,MOVING,NORMAL
4,0.56,2026-05-27 17:57:33,-0.31,-0.13,9.44,9.44,1.9,-0.8,BACK_UP,MOVING,NORMAL
5,0.66,2026-05-27 17:57:33,-0.30,-0.15,9.41,9.42,1.8,-0.9,BACK_UP,MOVING,NORMAL
6,0.76,2026-05-27 17:57:33,-0.30,-0.11,9.39,9.40,1.8,-0.7,BACK_UP,MOVING,NORMAL
7,0.86,2026-05-27 17:57:33,-0.31,-0.14,9.40,9.41,1.9,-0.8,BACK_UP,MOVING,NORMAL
8,0.96,2026-05-27 17:57:33,-0.29,-0.11,9.39,9.40,1.8,-0.7,BACK_UP,MOVING,NORMAL
9,1.06,2026-05-27 17:57:34,-0.31,-0.14,9.38,9.38,1.9,-0.8,BACK_UP,MOVING,NORMAL
10,1.16,2026-05-27 17:57:34,-0.31,-0.12,9.39,9.40,1.9,-0.7,BACK_UP,MOVING,NORMAL
11,1.26,2026-05-27 17:57:34,-0.29,-0.13,9.41,9.41,1.7,-0.8,BACK_UP,MOVING,NORMAL
12,1.36,2026-05-27 17:57:34,-0.31,-0.13,9.40,9.41,1.9,-0.8,BACK_UP,MOVING,NORMAL
13,1.46,2026-05-27 17:57:34,-0.29,-0.11,9.38,9.38,1.8,-0.7,BACK_UP,MOVING,NORMAL
14,1.56,2026-05-27 17:57:34,-0.31,-0.12,9.41,9.42,1.9,-0.8,BACK_UP,MOVING,NORMAL
15,1.66,2026-05-27 17:57:34,-0.30,-0.13,9.38,9.38,1.8,-0.8,BACK_UP,MOVING,NORMAL
16,1.76,2026-05-27 17:57:34,-0.31,-0.13,9.39,9.40,1.9,-0.8,BACK_UP,MOVING,NORMAL
17,1.86,2026-05-27 17:57:34,-0.30,-0.12,9.38,9.39,1.8,-0.7,BACK_UP,MOVING,NORMAL
18,1.96,2026-05-27 17:57:34,-0.29,-0.11,9.40,9.41,1.7,-0.7,BACK_UP,MOVING,NORMAL
19,2.06,2026-05-27 17:57:35,-0.30,-0.14,9.38,9.39,1.8,-0.9,BACK_UP,MOVING,NORMAL
20,2.16,2026-05-27 17:57:35,-0.29,-0.15,9.40,9.41,1.8,-0.9,BACK_UP,MOVING,NORMAL
